"","fullname","playerID","yearID","teamID","lgID","salary","percent_positive_ab","percent_NAB","PA","salary_per_NAB","salary_per_Good_AB","diff_salary_good_vs_bad","fit.cluster","team_payroll","total_salary_NAB","total_salary_GAB","W","diff_payroll"
"5322","Stan   Javier","javiest01",1994,"OAK","AL",650000,0.356540084388186,0.175105485232068,474,113818.565400844,231751.054852321,117932.489451477,1,18360000,3111992.45810141,6828794.90410372,51,3716802.44600231
"5323","Stan   Javier","javiest01",1991,"LAN","NL",650000,0.278350515463918,0.206185567010309,194,134020.618556701,180927.835051546,46907.2164948454,1,18092330,3019831.2686012,6514700.17798021,93,3494868.909379
"5324","Stan   Javier","javiest01",1997,"SFN","NL",1350000,0.383104125736739,0.147347740667976,509,198919.449901768,517190.569744597,318271.119842829,1,25367332,4519101.25680174,9816876.01154898,90,5297774.75474724
"5325","Stan   Javier","javiest01",1996,"SFN","NL",1000000,0.335548172757475,0.182724252491694,301,182724.252491694,335548.172757475,152823.920265781,1,28354941,5476939.698723,11015900.6957469,68,5538960.99702388
"5326","Stan   Javier","javiest01",1989,"OAK","AL",177500,0.32463768115942,0.147826086956522,345,26239.1304347826,57623.1884057971,31384.0579710145,1,7676000,1399178.83315422,2705388.97678441,99,1306210.14363019
"5327","Jon   Jay","jayjo02",2015,"SLN","NL",4125000,0.327935222672065,0.174089068825911,247,718117.408906883,1352732.79352227,634615.384615385,5,69186000,13349897.9729975,24860669.6715103,100,11510771.6985128
"5328","Jon   Jay","jayjo02",2011,"SLN","NL",416000,0.353535353535354,0.185858585858586,495,77317.1717171717,147070.707070707,69753.5353535354,1,54457169,9135730.25377452,21081691.7411799,90,11945961.4874054
"5329","Jon   Jay","jayjo02",2016,"SDN","NL",6225000,0.338709677419355,0.223118279569892,372,1388911.29032258,2108467.74193548,719556.451612903,5,52969400,13830651.1818135,16399119.9208193,68,2568468.73900588
"5330","Jon   Jay","jayjo02",2012,"SLN","NL",504000,0.379032258064516,0.161290322580645,496,81290.3225806452,191032.258064516,109741.935483871,1,48218362,8936484.10232779,17865709.5312578,88,8929225.42893004
"5331","Jon   Jay","jayjo02",2014,"SLN","NL",3250000,0.384615384615385,0.202991452991453,468,659722.222222222,1250000,590277.777777778,5,61027000,11303654.1937539,21373096.7412609,90,10069442.5475069
"5332","Jon   Jay","jayjo02",2013,"SLN","NL",524000,0.365814696485623,0.185303514376997,626,97099.0415335463,191686.900958466,94587.8594249201,1,51892110,8960429.43204962,19232424.6872578,97,10271995.2552081
"5333","Gregg   Jefferies","jeffegr01",2000,"DET","AL",3125000,0.360248447204969,0.105590062111801,161,329968.944099379,1125776.39751553,795807.453416149,5,38103500,7144248.02309931,13534052.5947056,79,6389804.57160628
"5334","Gregg   Jefferies","jeffegr01",1995,"PHI","NL",3000000,0.366920152091255,0.0779467680608365,526,233840.30418251,1100760.45627376,866920.152091255,5,21992445,2811932.07141935,8102876.97637131,69,5290944.90495196
"5335","Gregg   Jefferies","jeffegr01",1999,"DET","AL",1375000,0.274336283185841,0.0884955752212389,226,121681.415929204,377212.389380531,255530.973451327,1,20433000,4054543.79364847,7121884.16160731,69,3067340.36795884
"5336","Gregg   Jefferies","jeffegr01",1991,"NYN","NL",425000,0.344444444444444,0.0925925925925926,540,39351.8518518518,146388.888888889,107037.037037037,1,15692500,2205910.81383807,5508893.47443654,77,3302982.66059847
"5337","Gregg   Jefferies","jeffegr01",1997,"PHI","NL",5500000,0.342007434944238,0.0650557620817844,538,357806.691449814,1881040.89219331,1523234.20074349,2,16630000,2452711.91103024,5886352.7232664,68,3433640.81223615
"5338","Gregg   Jefferies","jeffegr01",1996,"PHI","NL",5500000,0.367256637168142,0.0663716814159292,452,365044.247787611,2019911.50442478,1654867.25663717,2,22028000,3332878.51299736,8172755.39958172,67,4839876.88658436
"5339","Gregg   Jefferies","jeffegr01",1992,"KCA","AL",1150000,0.346444780635401,0.0801815431164902,661,92208.7745839637,398411.497730711,306202.723146747,1,16116667,1974895.40265864,5532392.52798497,72,3557497.12532633
"5340","Gregg   Jefferies","jeffegr01",1994,"SLN","NL",4600000,0.416122004357298,0.0762527233115468,459,350762.527233115,1914161.22004357,1563398.69281046,2,21595601,2988539.52328361,8022362.45472831,53,5033822.9314447
"5341","Gregg   Jefferies","jeffegr01",1993,"SLN","NL",2650000,0.421647819063005,0.0759289176090469,619,201211.631663974,1117366.72051696,916155.088852989,5,12386667,1377371.95460335,4591188.29073341,87,3213816.33613006
"5342","Gregg   Jefferies","jeffegr01",1989,"NYN","NL",100500,0.332743362831858,0.109734513274336,565,11028.3185840708,33440.7079646018,22412.389380531,1,11373238,1779176.57439777,3632014.76094416,87,1852838.18654639
"5343","Gregg   Jefferies","jeffegr01",1990,"NYN","NL",200000,0.344931921331316,0.0786686838124055,661,15733.7367624811,68986.3842662632,53252.6475037822,1,7885833,1304487.20822213,2773563.2361327,91,1469076.02791057
"5344","Gregg   Jefferies","jeffegr01",1998,"PHI","NL",6000000,0.347992351816444,0.0841300191204589,523,504780.114722753,2087954.11089866,1583173.99617591,2,13690000,1993429.59578753,4695002.73128187,75,2701573.13549434
"5345","Reggie   Jefferson","jeffere01",1997,"BOS","AL",1900000,0.369318181818182,0.208333333333333,528,395833.333333333,701704.545454545,305871.212121212,1,24840000,4876485.88556671,9704693.08292386,78,4828207.19735715
"5346","Reggie   Jefferson","jeffere01",1994,"SEA","AL",240000,0.413978494623656,0.204301075268817,186,49032.2580645161,99354.8387096774,50322.5806451613,1,16770167,2583881.4902965,6617252.26519159,49,4033370.77489509
"5347","Reggie   Jefferson","jeffere01",1999,"BOS","AL",3400000,0.337777777777778,0.28,225,952000,1148444.44444444,196444.444444444,1,29952500,4950124.64311107,10863340.8610213,94,5913216.2179102
"5348","Reggie   Jefferson","jeffere01",1993,"CLE","AL",142500,0.324324324324324,0.208845208845209,407,29760.4422604423,46216.2162162162,16455.773955774,1,9603833,1465250.74749126,3327331.03131862,76,1862080.28382736
"5349","Reggie   Jefferson","jeffere01",1996,"BOS","AL",695000,0.404255319148936,0.236406619385343,423,164302.600472813,280957.446808511,116654.846335697,1,24595000,4312453.05244437,9698086.5383119,85,5385633.48586753
"5350","Reggie   Jefferson","jeffere01",1995,"BOS","AL",562500,0.353383458646617,0.203007518796992,133,114191.729323308,198778.195488722,84586.4661654135,1,19145768,3720880.39324188,7066989.42840752,86,3346109.03516563
"5351","Reggie   Jefferson","jeffere01",1998,"BOS","AL",3200000,0.384615384615385,0.212669683257919,221,680542.986425339,1230769.23076923,550226.244343891,5,23245000,4475229.19296958,8791406.01914871,92,4316176.82617913
"5352","Stan   Jefferson","jeffest01",1988,"SDN","NL",90000,0.227642276422764,0.203252032520325,123,18292.6829268293,20487.8048780488,2195.12195121951,1,5624502,802100.630396872,1895872.07821126,83,1093771.44781439
"5353","Stan   Jefferson","jeffest01",1987,"SDN","NL",62500,0.305555555555556,0.209401709401709,468,13087.6068376068,19097.2222222222,6009.61538461538,1,3638392,568751.614997271,1310981.82844458,65,742230.213447307
"5354","Steve   Jeltz","jeltzst01",1986,"PHI","NL",70000,0.335271317829457,0.205426356589147,516,14379.8449612403,23468.992248062,9089.1472868217,1,5482666,896862.015514355,2083950.53012304,86,1187088.51460868
"5355","Steve   Jeltz","jeltzst01",1987,"PHI","NL",150000,0.332344213649852,0.198813056379822,337,29821.9584569733,49851.6320474777,20029.6735905045,1,7927733,1404872.02721606,2926035.79386747,80,1521163.76665141
"5356","Steve   Jeltz","jeltzst01",1989,"PHI","NL",260000,0.368253968253968,0.158730158730159,315,41269.8412698413,95746.0317460317,54476.1904761905,1,6304000,1100335.12785424,2127809.5903947,67,1027474.46254046
"5357","Steve   Jeltz","jeltzst01",1988,"PHI","NL",215000,0.3125,0.154017857142857,448,33113.8392857143,67187.5,34073.6607142857,1,8713000,1403076.31092698,2999545.41859173,65,1596469.10766475
"5358","Geoff   Jenkins","jenkige01",2007,"MIL","NL",7333333,0.339662447257384,0.263713080168776,474,1933895.83333333,2490857.83333333,556962,5,28867333,5722978.21542951,9641539.88027424,83,3918561.66484473
"5359","Geoff   Jenkins","jenkige01",2005,"MIL","NL",7333333,0.392344497607655,0.240829346092504,627,1766081.79106858,2877192.85167464,1111111.06060606,2,27917833,5744150.32921723,10065916.5814514,81,4321766.25223422
"5360","Geoff   Jenkins","jenkige01",2000,"MIL","NL",282000,0.373684210526316,0.252631578947368,570,71242.1052631579,105378.947368421,34136.8421052632,1,18712833,3676921.10001558,6298492.21196511,73,2621571.11194952
"5361","Geoff   Jenkins","jenkige01",2002,"MIL","NL",3187500,0.326007326007326,0.249084249084249,273,793956.043956044,1039148.35164835,245192.307692308,1,33572833,6621998.75079198,11648642.5664045,56,5026643.81561253
"5362","Geoff   Jenkins","jenkige01",2006,"MIL","NL",7833333,0.373001776198934,0.245115452930728,563,1920070.96625222,2921847.12255773,1001776.15630551,5,33570333,6640369.20587941,12092377.9513461,75,5452008.74546667
"5363","Geoff   Jenkins","jenkige01",2004,"MIL","NL",8737500,0.342981186685962,0.247467438494935,691,2162246.74384949,2996798.1186686,834551.374819103,5,19424500,4314889.48357261,6717564.60325543,67,2402675.11968281
"5364","Geoff   Jenkins","jenkige01",2001,"MIL","NL",1187500,0.355408388520971,0.289183222958057,453,343405.077262693,422047.461368653,78642.3841059603,1,30235833,7058786.48285779,10323891.4557963,68,3265104.97293855
"5365","Geoff   Jenkins","jenkige01",2003,"MIL","NL",5187500,0.391843971631206,0.234042553191489,564,1214095.74468085,2032690.60283688,818594.858156028,5,17146000,3615047.68918618,6370468.45127665,68,2755420.76209047
"5366","Geoff   Jenkins","jenkige01",1999,"MIL","NL",216000,0.382293762575453,0.195171026156942,497,42156.9416498994,82575.4527162978,40418.5110663984,1,26858728,4544302.08003361,10216004.0955971,74,5671702.01556347
"5367","Geoff   Jenkins","jenkige01",2008,"PHI","NL",5000000,0.324159021406728,0.226299694189602,327,1131498.47094801,1620795.10703364,489296.636085627,5,52095714,10557644.2996693,19095327.3427342,92,8537683.04306482
"5368","Desmond   Jennings","jennide01",2012,"TBA","AL",486900,0.317204301075269,0.227598566308244,558,110817.741935484,154446.774193548,43629.0322580645,1,34398500,8712793.72874457,11671799.5222284,90,2959005.79348378
"5369","Desmond   Jennings","jennide01",2013,"TBA","AL",501800,0.342237061769616,0.202003338898164,599,101365.275459098,171734.557595993,70369.2821368948,1,29514118,5953325.30111177,9996539.38170193,92,4043214.08059016
"5370","Desmond   Jennings","jennide01",2016,"TBA","AL",3300000,0.285714285714286,0.276785714285714,224,913392.857142857,942857.142857143,29464.2857142857,1,32894118,7774438.40032502,10934418.9579546,68,3159980.55762953
"5371","Desmond   Jennings","jennide01",2014,"TBA","AL",517000,0.320825515947467,0.221388367729831,533,114457.786116323,165866.791744841,51409.0056285178,1,36457100,6890289.67505493,12357206.1048878,77,5466916.42983291
"5372","Desmond   Jennings","jennide01",2015,"TBA","AL",3100000,0.342592592592593,0.175925925925926,108,545370.37037037,1062037.03703704,516666.666666667,5,43809866,8415392.46862695,14769917.7248819,80,6354525.25625494
"5373","Doug   Jennings","jennido01",1990,"OAK","AL",103000,0.292134831460674,0.275280898876405,178,28353.9325842697,30089.8876404494,1735.95505617977,1,10620500,1919483.90435214,3947016.11138885,103,2027532.2070367
"5374","Doug   Jennings","jennido01",1988,"OAK","AL",62500,0.375,0.2265625,128,14160.15625,23437.5,9277.34375,1,4947500,763441.158573211,1694258.2395974,104,930817.081024188
"5375","Marcus   Jensen","jensema01",2000,"MIN","AL",285000,0.325153374233129,0.239263803680982,163,68190.1840490798,92668.7116564417,24478.527607362,1,6632000,1055215.95225561,2399576.07854621,69,1344360.1262906
"5376","Derek   Jeter","jeterde01",2008,"NYA","AL",21600000,0.369137670196672,0.164901664145234,661,3561875.94553707,7973373.67624811,4411497.73071104,3,134629771,25373635.4771692,51437282.4658741,89,26063646.9887049
"5377","Derek   Jeter","jeterde01",2007,"NYA","AL",21600000,0.393557422969188,0.169467787114846,714,3660504.20168067,8500840.33613445,4840336.13445378,3,123910296,22056773.5723926,48781181.2462491,94,26724407.6738565
"5378","Derek   Jeter","jeterde01",2005,"NYA","AL",19600000,0.39572192513369,0.176470588235294,748,3458823.52941176,7756149.73262032,4297326.20320856,3,110758664,19796037.1964601,43505523.8128954,95,23709486.6164353
"5379","Derek   Jeter","jeterde01",1999,"NYA","AL",5000000,0.449392712550607,0.172739541160594,741,863697.705802969,2246963.56275304,1383265.85695007,2,47947376,7570103.16946934,18574368.5538078,98,11004265.3843385
"5380","Derek   Jeter","jeterde01",2002,"NYA","AL",14600000,0.378600823045267,0.175582990397805,729,2563511.65980796,5527572.0164609,2964060.35665295,4,62441364,12220557.39158,24356934.1443376,103,12136376.7527576
"5381","Derek   Jeter","jeterde01",2001,"NYA","AL",12600000,0.381578947368421,0.16374269005848,684,2063157.89473684,4807894.73684211,2744736.84210526,4,62557143,10288957.0747583,23072520.0400525,95,12783562.9652942
"5382","Derek   Jeter","jeterde01",2014,"NYA","AL",12000000,0.309904153354633,0.162939297124601,626,1955271.56549521,3718849.84025559,1763578.27476038,2,122442857,25743742.6760768,38150847.9436188,84,12407105.267542
"5383","Derek   Jeter","jeterde01",2009,"NYA","AL",21600000,0.410614525139665,0.150837988826816,716,3258100.55865922,8869273.74301676,5611173.18435754,3,130064000,23958390.8717584,50993706.6923393,103,27035315.8205809
"5384","Derek   Jeter","jeterde01",2011,"NYA","AL",14729364,0.36318407960199,0.150912106135987,603,2222839.34328358,5349470.50746269,3126631.1641791,4,118708864,24090262.2333303,42917619.6499265,97,18827357.4165961
"5385","Derek   Jeter","jeterde01",2003,"NYA","AL",15600000,0.397412199630314,0.181146025878004,541,2825878.00369686,6199630.3142329,3373752.31053604,4,75499814,13881786.2517716,28857570.1151714,101,14975783.8633998
"5386","Derek   Jeter","jeterde01",1997,"NYA","AL",550000,0.372972972972973,0.187837837837838,740,103310.810810811,205135.135135135,101824.324324324,1,36194644,6464326.59887367,14011254.3267345,96,7546927.7278608
"5387","Derek   Jeter","jeterde01",2006,"NYA","AL",20600000,0.425561797752809,0.161516853932584,712,3327247.19101124,8766573.03370786,5439325.84269663,3,114679619,20298278.0174172,46193214.9988123,97,25894936.9813951
"5388","Derek   Jeter","jeterde01",2004,"NYA","AL",18600000,0.355524079320113,0.1671388101983,706,3108781.86968839,6612747.87535411,3503966.00566572,4,101610714,18542522.1372059,38359870.8369476,101,19817348.6997417
"5389","Derek   Jeter","jeterde01",1996,"NYA","AL",130000,0.385208012326656,0.177195685670262,649,23035.4391371341,50077.0416024653,27041.6024653313,1,26438000,4035451.00685999,10266786.4512566,92,6231335.44439658
"5390","Derek   Jeter","jeterde01",1998,"NYA","AL",750000,0.388728323699422,0.190751445086705,692,143063.583815029,291546.242774566,148482.658959538,1,39158333,6608574.63468638,15114484.9955808,114,8505910.36089445
"5391","Derek   Jeter","jeterde01",2012,"NYA","AL",15729364,0.364625850340136,0.155102040816327,735,2439656.45714286,5735332.72380952,3295676.26666667,4,115086864,24252826.7879708,41379424.8127594,95,17126598.0247886
"5392","Derek   Jeter","jeterde01",2000,"NYA","AL",10000000,0.423529411764706,0.166176470588235,680,1661764.70588235,4235294.11764706,2573529.41176471,4,46853793,7432477.69924475,17805375.4712237,87,10372897.7719789
"5393","Derek   Jeter","jeterde01",2010,"NYA","AL",22600000,0.347708894878706,0.172506738544474,742,3898652.29110512,7858221.02425876,3959568.73315364,3,112850400,21255902.8882487,41023686.8082409,95,19767783.9199922
"5394","D'Angelo   Jimenez","jimenda01",2002,"SDN","NL",240000,0.318435754189944,0.20391061452514,358,48938.5474860335,76424.5810055866,27486.0335195531,1,24895000,4968380.7975895,8974461.56950276,66,4006080.77191326
"5395","D'Angelo   Jimenez","jimenda01",2004,"CIN","NL",1615000,0.367692307692308,0.175384615384615,650,283246.153846154,593823.076923077,310576.923076923,1,27543000,5068449.47198834,10032563.1093744,76,4964113.63738606
"5396","D'Angelo   Jimenez","jimenda01",2005,"CIN","NL",2870000,0.319327731092437,0.201680672268908,119,578823.529411765,916470.588235294,337647.058823529,1,36660000,6998933.62661602,13770950.908049,73,6772017.28143299
"5397","D'Angelo   Jimenez","jimenda01",2003,"CHA","AL",345000,0.337704918032787,0.160655737704918,305,55426.2295081967,116508.196721311,61081.9672131148,1,33005000,5486899.90922402,11657819.8524963,86,6170919.94327225
"5398","Luis   Jimenez","jimenlu02",2013,"LAA","AL",490000,0.3,0.272727272727273,110,133636.363636364,147000,13363.6363636364,1,63930500,12873268.1316085,21744882.0124901,78,8871613.88088159
"5399","Kenji   Johjima","johjike01",2008,"SEA","AL",6383333,0.28361858190709,0.110024449877751,409,702322.701711491,1810431.85330073,1108109.15158924,2,71535482,11650189.7791949,24102265.3028882,61,12452075.5236933
"5400","Kenji   Johjima","johjike01",2009,"SEA","AL",7666666,0.299610894941634,0.124513618677043,257,954604.326848249,2297016.6614786,1342412.33463035,2,51649166,7727389.96829764,17677094.5921533,85,9949704.62385567
"5401","Kenji   Johjima","johjike01",2006,"SEA","AL",5433333,0.338858195211786,0.112338858195212,543,610374.425414365,1841129.41436464,1230754.98895028,2,53849333,9412808.63433747,18949875.1743287,78,9537066.53999119
"5402","Kenji   Johjima","johjike01",2007,"SEA","AL",5933333,0.325536062378168,0.12280701754386,513,728654.929824561,1931513.86159844,1202858.93177388,2,70785833,12189386.842927,24715500.9938671,88,12526114.1509401
"5403","Ben   Johnson","johnsbe02",2006,"SDN","NL",327500,0.343065693430657,0.284671532846715,137,93229.9270072993,112354.01459854,19124.0875912409,1,25236999,4440400.82590179,8899273.56230879,88,4458872.736407
"5404","Brian   Johnson","johnsbr01",1995,"SDN","NL",135000,0.311111111111111,0.182222222222222,225,24600,42000,17400,1,19335334,2489611.0239824,7365032.78618689,70,4875421.76220449
"5405","Brian   Johnson","johnsbr01",1998,"SFN","NL",1025000,0.320809248554913,0.225433526011561,346,231069.36416185,328829.479768786,97760.1156069364,1,24406667,4082223.4101688,9923300.97018489,89,5841077.56001609
"5406","Brian   Johnson","johnsbr01",1997,"DET","AL",600000,0.273972602739726,0.150684931506849,146,90410.9589041096,164383.561643836,73972.602739726,1,11369000,2196293.18073112,3848809.90905121,79,1652516.72832009
"5407","Brian   Johnson","johnsbr01",1996,"SDN","NL",170000,0.311284046692607,0.171206225680934,257,29105.0583657588,52918.2879377432,23813.2295719844,1,19391672,2745716.92296724,7664315.350474,91,4918598.42750676
"5408","Brian   Johnson","johnsbr01",1999,"CIN","NL",775000,0.285714285714286,0.261904761904762,126,202976.19047619,221428.571428571,18452.3809523809,1,19763761,3718980.19610745,7184572.37932502,96,3465592.18321757
"5409","Brian   Johnson","johnsbr01",2000,"KCA","AL",550000,0.244274809160305,0.244274809160305,131,134351.145038168,134351.145038168,0,1,14862500,2021082.54842876,5580576.70927159,77,3559494.16084283
"5410","Charles   Johnson","johnsch04",2003,"COL","NL",7000000,0.339759036144578,0.221686746987952,415,1551807.22891566,2378313.25301205,826506.024096386,5,42241667,7817651.05918094,17165067.2045251,74,9347416.14534417
"5411","Charles   Johnson","johnsch04",1997,"FLO","NL",290000,0.359342915811088,0.250513347022587,487,72648.8706365503,104209.445585216,31560.5749486653,1,26723500,4623714.53101908,10372036.6024436,92,5748322.07142456
"5412","Charles   Johnson","johnsch04",1999,"BAL","AL",3600000,0.348979591836735,0.244897959183673,490,881632.653061224,1256326.53061224,374693.87755102,5,48069139,7293282.11700423,18582143.6907566,78,11288861.5737523
"5413","Charles   Johnson","johnsch04",1996,"FLO","NL",220000,0.310502283105023,0.253424657534247,438,55753.4246575342,68310.502283105,12557.0776255708,1,16305500,2629960.81831887,6407531.50344544,80,3777570.68512657
"5414","Charles   Johnson","johnsch04",1998,"FLO","NL",3300000,0.323076923076923,0.253846153846154,130,837692.307692308,1066153.84615385,228461.538461539,1,27131667,4570910.30630514,10351681.5868762,54,5780771.28057106
"5415","Charles   Johnson","johnsch04",2000,"BAL","AL",4600000,0.366771159874608,0.241379310344828,319,1110344.82758621,1687147.3354232,576802.507836991,5,54156982,8653500.97668526,19927996.7405967,74,11274495.7639115
"5416","Charles   Johnson","johnsch04",2004,"COL","NL",9000000,0.354570637119114,0.268698060941828,361,2418282.54847645,3191135.73407202,772853.185595568,5,48776667,9813380.7577943,20080326.8205047,68,10266946.0627104
"5417","Charles   Johnson","johnsch04",2002,"FLO","NL",5000000,0.332167832167832,0.248251748251748,286,1241258.74125874,1660839.16083916,419580.41958042,5,30007667,5888729.07835703,11163087.2805115,79,5274358.20215449
"5418","Charles   Johnson","johnsch04",2001,"FLO","NL",5000000,0.329317269076305,0.283132530120482,498,1415662.65060241,1646586.34538153,230923.694779116,1,17707500,3611462.74796627,6390060.2506249,76,2778597.50265863
"5419","Charles   Johnson","johnsch04",1995,"FLO","NL",113500,0.360433604336043,0.222222222222222,369,25222.2222222222,40909.2140921409,15686.9918699187,1,10320500,1729623.93441468,4406820.43902205,67,2677196.50460737
"5420","Chris   Johnson","johnsch05",2016,"MIA","NL",8007500,0.286792452830189,0.343396226415094,265,2749745.28301887,2296490.56603774,-453254.716981132,1,41048202,9466628.5651416,13636059.0765811,79,4169430.51143949
"5421","Chris   Johnson","johnsch05",2015,"ATL","NL",6000000,0.277777777777778,0.320987654320988,162,1925925.92592593,1666666.66666667,-259259.259259259,1,47015000,9599735.09003724,16180383.0056165,67,6580647.91557926
"5422","Chris   Johnson","johnsch05",2013,"ATL","NL",2287500,0.367753623188406,0.246376811594203,552,563586.956521739,841236.413043478,277649.456521739,1,59802775,16385781.9123675,19719711.0567991,96,3333929.14443167
"5423","Chris   Johnson","johnsch05",2010,"HOU","NL",400000,0.351648351648352,0.271978021978022,364,108791.208791209,140659.340659341,31868.1318681319,1,48900000,8122557.2996215,15950374.1659113,76,7827816.8662898
"5424","Chris   Johnson","johnsch05",2011,"HOU","NL",424000,0.306372549019608,0.242647058823529,408,102882.352941176,129901.960784314,27019.6078431373,1,43967500,7259021.91513352,15112562.2255049,56,7853540.31037135
"5425","Chris   Johnson","johnsch05",2012,"HOU","NL",495000,0.333333333333333,0.281842818428184,369,139512.195121951,165000,25487.8048780488,1,24786500,2958125.30109688,8295385.55924024,55,5337260.25814336
"5426","Chris   Johnson","johnsch05",2014,"ATL","NL",4750000,0.297872340425532,0.297872340425532,611,1414893.61702128,1414893.61702128,0,1,62295250,17119650.8700769,19301571.647063,79,2181920.77698606
"5427","Cliff   Johnson","johnscl01",1986,"TOR","AL",725000,0.362025316455696,0.167088607594937,395,121139.240506329,262468.35443038,141329.113924051,1,6397714,969784.908682833,2191279.52805738,86,1221494.61937455
"5428","Cliff   Johnson","johnscl01",1985,"TEX","AL",683333,0.343283582089552,0.140298507462687,335,95870.6,234577,138706.4,1,4240833,684298.054713307,1452540.98977839,62,768242.935065088
"5429","Dan   Johnson","johnsda06",2006,"OAK","AL",330000,0.342342342342342,0.153153153153153,333,50540.5405405405,112972.972972973,62432.4324324324,1,40581954,6415328.51880974,14511694.4891339,93,8096365.9703242
"5430","Dan   Johnson","johnsda06",2007,"OAK","AL",390000,0.362725450901804,0.178356713426854,499,69559.1182364729,141462.925851703,71903.8076152304,1,48628194,7818300.94314543,14816837.8396971,76,6998536.89655168
"5431","Elliot   Johnson","johnsel02",2013,"KCA","AL",520500,0.222222222222222,0.298245614035088,171,155236.842105263,115666.666666667,-39570.1754385965,1,33982425,7200505.28353892,11090914.5984502,86,3890409.31491128
"5432","Elliot   Johnson","johnsel02",2012,"TBA","AL",486100,0.309815950920245,0.266871165644172,326,129726.073619632,150601.533742331,20875.4601226994,1,34398500,8712793.72874457,11671799.5222284,90,2959005.79348378
"5433","Elliot   Johnson","johnsel02",2011,"TBA","AL",414900,0.262857142857143,0.32,175,132768,109059.428571429,-23708.5714285714,1,22303200,4989023.5216189,7409578.04544037,91,2420554.52382148
"5434","Howard   Johnson","johnsho01",1986,"NYN","NL",227500,0.361538461538462,0.253846153846154,260,57750,82250,24500,1,10450714,1866972.68606527,3756381.27151745,108,1889408.58545218
"5435","Howard   Johnson","johnsho01",1995,"CHN","NL",325000,0.339805825242718,0.233009708737864,206,75728.1553398058,110436.893203884,34708.7378640777,1,16484000,2651672.31440999,5943251.98438147,73,3291579.66997148
"5436","Howard   Johnson","johnsho01",1987,"NYN","NL",297500,0.386123680241327,0.182503770739065,663,54294.8717948718,114871.794871795,60576.9230769231,1,8295714,1381304.33368754,2974144.21332547,92,1592839.87963793
"5437","Howard   Johnson","johnsho01",1991,"NYN","NL",2166667,0.376119402985075,0.185074626865672,670,400995.086567164,814925.498507463,413930.411940299,5,15692500,2205910.81383807,5508893.47443654,77,3302982.66059847
"5438","Howard   Johnson","johnsho01",1985,"NYN","NL",115000,0.324942791762014,0.192219679633867,437,22105.2631578947,37368.4210526316,15263.1578947368,1,7439762,1078343.49800764,2710679.20178009,98,1632335.70377245
"5439","Howard   Johnson","johnsho01",1990,"NYN","NL",1666666,0.344117647058824,0.157352941176471,680,262254.797058824,573529.182352941,311274.385294118,1,7885833,1304487.20822213,2773563.2361327,91,1469076.02791057
"5440","Howard   Johnson","johnsho01",1992,"NYN","NL",2266667,0.344578313253012,0.207228915662651,415,469718.944578313,781044.291566265,311325.346987952,1,21561667,3362777.20350531,7645075.99064549,72,4282298.78714018
"5441","Howard   Johnson","johnsho01",1988,"NYN","NL",695000,0.382495948136143,0.178282009724473,617,123905.996758509,265834.683954619,141928.68719611,1,9987214,1532906.8505662,3478764.47354277,100,1945857.62297657
"5442","Howard   Johnson","johnsho01",1994,"COL","NL",1700000,0.339483394833948,0.276752767527675,271,470479.704797048,577121.771217712,106642.066420664,1,16840833,3422219.24555642,6094910.09174672,53,2672690.8461903
"5443","Howard   Johnson","johnsho01",1993,"NYN","NL",2100000,0.367491166077739,0.162544169611307,283,341342.756183746,771731.448763251,430388.692579505,5,19336500,2878310.28461646,6750199.97938401,59,3871889.69476754
"5444","Howard   Johnson","johnsho01",1989,"NYN","NL",772500,0.386123680241327,0.196078431372549,663,151470.588235294,298280.542986425,146809.954751131,1,11373238,1779176.57439777,3632014.76094416,87,1852838.18654639
"5445","Kelly   Johnson","johnske05",2013,"TBA","AL",2450000,0.313725490196078,0.252450980392157,408,618504.901960784,768627.450980392,150122.549019608,1,29514118,5953325.30111177,9996539.38170193,92,4043214.08059016
"5446","Kelly   Johnson","johnske05",2012,"TOR","AL",6375000,0.324742268041237,0.286941580756014,582,1829252.57731959,2070231.95876289,240979.381443299,1,43183000,8977306.47733937,14628331.8585523,73,5651025.3812129
"5447","Kelly   Johnson","johnske05",2007,"ATL","NL",380000,0.380952380952381,0.205254515599343,609,77996.7159277504,144761.904761905,66765.1888341544,1,38205833,7295303.41484554,14496955.3718113,84,7201651.95696575
"5448","Kelly   Johnson","johnske05",2008,"ATL","NL",430000,0.357495881383855,0.191103789126853,607,82174.629324547,153723.228995058,71548.5996705107,1,37900499,5994190.56428935,15658473.0345531,72,9664282.47026378
"5449","Kelly   Johnson","johnske05",2009,"ATL","NL",2825000,0.310850439882698,0.170087976539589,341,480498.53372434,878152.492668622,397653.958944282,5,31012500,5299440.18524257,11437431.9210311,86,6137991.73578853
"5450","Kelly   Johnson","johnske05",2010,"ARI","NL",2350000,0.373692077727952,0.239162929745889,669,562032.88490284,878176.382660688,316143.497757848,1,26805166,6441882.32774034,9378325.0632645,65,2936442.73552416
"5451","Kelly   Johnson","johnske05",2011,"ARI","NL",5850000,0.290187891440501,0.281837160751566,479,1648747.39039666,1697599.16492693,48851.7745302715,1,30627833,6764891.49676131,10148818.906351,94,3383927.40958974
