"","fullname","playerID","yearID","teamID","lgID","salary","percent_positive_ab","percent_NAB","PA","salary_per_NAB","salary_per_Good_AB","diff_salary_good_vs_bad","fit.cluster","team_payroll","total_salary_NAB","total_salary_GAB","W","diff_payroll"
"1229","Russell   Branyan","branyru01",2001,"CLE","AL",219000,0.331491712707182,0.370165745856354,362,81066.2983425414,72596.6850828729,-8469.61325966852,1,53851834,9863778.96072474,20465172.0292404,91,10601393.0685157
"1230","Russell   Branyan","branyru01",2002,"CLE","AL",251000,0.288888888888889,0.377777777777778,180,94822.2222222222,72511.1111111111,-22311.1111111111,1,34877834,6313015.62470806,12733890.9675007,74,6420875.34279262
"1231","Russell   Branyan","branyru01",2010,"CLE","AL",1500000,0.336842105263158,0.268421052631579,190,402631.578947368,505263.157894737,102631.578947368,1,27905166,6041472.43545799,9634052.23725075,69,3592579.80179275
"1232","Russell   Branyan","branyru01",2005,"MIL","NL",800000,0.402390438247012,0.330677290836653,251,264541.832669323,321912.35059761,57370.5179282869,1,27917833,5744150.32921723,10065916.5814514,81,4321766.25223422
"1233","Ryan   Braun","braunry02",2009,"MIL","NL",1032500,0.390691114245416,0.179125528913963,709,184947.108603667,403388.575458392,218441.466854725,1,42122500,10004181.528555,14681265.8697584,80,4677084.34120332
"1234","Ryan   Braun","braunry02",2013,"MIL","NL",9898611,0.392307692307692,0.246153846153846,260,2436581.16923077,3883301.23846154,1446720.06923077,2,42567111,9916211.29700071,14730941.1857625,74,4814729.88876183
"1235","Ryan   Braun","braunry02",2011,"MIL","NL",4287500,0.404120443740095,0.161648177496038,631,693066.561014263,1732666.40253566,1039599.84152139,5,40934333,7498181.68958243,15721835.4183198,96,8223653.72873741
"1236","Ryan   Braun","braunry02",2010,"MIL","NL",1287500,0.370802919708029,0.178102189781022,685,229306.569343066,477408.759124088,248102.189781022,1,27445000,5723427.51954214,10293899.2720683,77,4570471.75252617
"1237","Ryan   Braun","braunry02",2016,"MIL","NL",19315013,0.381533101045296,0.205574912891986,574,3970682.11498258,7369316.80662021,3398634.69163763,4,42116113,8907605.94816616,15671174.4958391,73,6763568.54767293
"1238","Ryan   Braun","braunry02",2014,"MIL","NL",10000000,0.332761578044597,0.222984562607204,583,2229845.62607204,3327615.78044597,1097770.15437393,2,52548000,11600948.3942773,18030723.1801305,82,6429774.7858532
"1239","Ryan   Braun","braunry02",2012,"MIL","NL",7111111,0.411849710982659,0.202312138728324,692,1438664.07514451,2928709.01011561,1490044.9349711,2,41348944,9224770.10131207,14581733.9765755,83,5356963.87526342
"1240","Ryan   Braun","braunry02",2015,"MIL","NL",13000000,0.366024518388792,0.236427320490368,571,3073555.16637478,4758318.73905429,1684763.57267951,2,55658000,11509768.1155594,19165356.4394942,68,7655588.3239348
"1241","Ryan   Braun","braunry02",2008,"MIL","NL",455000,0.344827586206897,0.212893553223388,667,96866.5667166417,156896.551724138,60029.9850074963,1,24300000,5171563.67227666,8202404.65635679,90,3030840.98408013
"1242","Sid   Bream","breamsi01",1991,"ATL","NL",1600000,0.337792642140468,0.130434782608696,299,208695.652173913,540468.227424749,331772.575250836,1,10055667,1548111.91466769,3531498.395434,94,1983386.48076631
"1243","Sid   Bream","breamsi01",1992,"ATL","NL",2400000,0.352941176470588,0.127058823529412,425,304941.176470588,847058.823529412,542117.647058824,5,16658500,2546700.10700531,5718380.74859798,98,3171680.64159267
"1244","Sid   Bream","breamsi01",1990,"PIT","NL",510000,0.367483296213808,0.158129175946548,449,80645.8797327394,187416.481069042,106770.601336303,1,7032500,1050640.76640886,2635091.67163928,95,1584450.90523042
"1245","Sid   Bream","breamsi01",1988,"PIT","NL",360000,0.351145038167939,0.143129770992366,524,51526.7175572519,126412.213740458,74885.4961832061,1,3248500,528277.799405542,1137839.6836611,85,609561.884255561
"1246","Sid   Bream","breamsi01",1987,"PIT","NL",200000,0.355172413793103,0.151724137931034,580,30344.8275862069,71034.4827586207,40689.6551724138,1,3672000,552277.570622238,1351650.47681008,80,799372.90618784
"1247","Sid   Bream","breamsi01",1993,"ATL","NL",1600000,0.345047923322684,0.156549520766773,313,250479.233226837,552076.677316294,301597.444089457,1,19881667,3209325.58488584,6993595.05446023,104,3784269.46957438
"1248","Sid   Bream","breamsi01",1986,"PIT","NL",92000,0.357983193277311,0.146218487394958,595,13452.1008403361,32934.4537815126,19482.3529411765,1,3985000,640739.113192604,1451567.30216009,64,810828.188967483
"1249","Brent   Brede","bredebr01",1998,"ARI","NL",190000,0.316666666666667,0.204166666666667,240,38791.6666666667,60166.6666666667,21375,1,16532500,3429877.17802813,5634364.25685744,65,2204487.07882931
"1250","Brent   Brede","bredebr01",1997,"MIN","AL",150000,0.352112676056338,0.183098591549296,213,27464.7887323944,52816.9014084507,25352.1126760563,1,18107500,3148920.17965461,6549160.73467814,68,3400240.55502353
"1251","Bob   Brenly","brenlbo01",1988,"SFN","NL",600000,0.283261802575107,0.184549356223176,233,110729.613733906,169957.081545064,59227.4678111588,1,5500000,909742.75375392,1848319.39496826,83,938576.641214338
"1252","Bob   Brenly","brenlbo01",1985,"SFN","NL",385000,0.322134387351779,0.134387351778656,506,51739.1304347826,124021.739130435,72282.6086956522,1,4816714,769584.799390173,1508132.16209088,62,738547.362700711
"1253","Bob   Brenly","brenlbo01",1986,"SFN","NL",460000,0.366548042704626,0.179715302491103,562,82669.0391459075,168612.099644128,85943.0604982206,1,3793000,670052.334794156,1319568.09423825,83,649515.759444093
"1254","Bob   Brenly","brenlbo01",1987,"SFN","NL",600000,0.366359447004608,0.207373271889401,434,124423.963133641,219815.668202765,95391.7050691245,1,3550000,600769.670449571,1231008.37018266,90,630238.699733086
"1255","George   Brett","brettge01",1990,"KCA","AL",2255000,0.412238325281804,0.130434782608696,621,294130.434782609,929597.423510467,635466.988727858,5,12733750,2092763.43023505,4445546.40610866,75,2352782.97587361
"1256","George   Brett","brettge01",1986,"KCA","AL",1471429,0.427787934186472,0.093235831809872,547,137189.906764168,629459.572212066,492269.665447898,5,7513365,1148018.08260353,2543645.18574858,76,1395627.10314505
"1257","George   Brett","brettge01",1989,"KCA","AL",2005000,0.394833948339483,0.119926199261993,542,240452.029520295,791642.066420664,551190.036900369,5,10083706,1692460.88133621,3470462.53737444,92,1778001.65603823
"1258","George   Brett","brettge01",1992,"KCA","AL",3100000,0.342146189735614,0.130637636080871,643,404976.6718507,1060653.1881804,655676.516329704,5,16116667,1974895.40265864,5532392.52798497,72,3557497.12532633
"1259","George   Brett","brettge01",1988,"KCA","AL",2305000,0.41235632183908,0.0948275862068965,696,218577.586206897,950481.32183908,731903.735632184,5,6216712,949140.291930206,2171850.48012794,84,1222710.18819773
"1260","George   Brett","brettge01",1991,"KCA","AL",3105000,0.352839931153184,0.163511187607573,581,507702.237521515,1095567.98623064,587865.748709122,5,11831500,1981415.4440218,4271974.54801268,82,2290559.10399088
"1261","George   Brett","brettge01",1993,"KCA","AL",2750000,0.338164251207729,0.140096618357488,621,385265.700483092,929951.690821256,544685.990338164,5,21940834,3309917.98057542,7400692.45814855,84,4090774.47757314
"1262","George   Brett","brettge01",1985,"KCA","AL",1000000,0.474137931034483,0.0876436781609195,696,87643.6781609195,474137.931034483,386494.252873563,5,5431750,769129.912610649,1882329.88795545,91,1113199.9753448
"1263","George   Brett","brettge01",1987,"KCA","AL",2055000,0.419540229885057,0.109195402298851,522,224396.551724138,862155.172413793,637758.620689655,5,7039706,1177229.65661659,2466303.9326212,83,1289074.2760046
"1264","Rod   Brewer","brewero01",1993,"SLN","NL",125000,0.38953488372093,0.180232558139535,172,22529.0697674419,48691.8604651163,26162.7906976744,1,12386667,1377371.95460335,4591188.29073341,87,3213816.33613006
"1265","Reid   Brignac","brignre01",2011,"TBA","AL",425400,0.229885057471264,0.24904214559387,261,105942.528735632,97793.1034482759,-8149.42528735632,1,22303200,4989023.5216189,7409578.04544037,91,2420554.52382148
"1266","Reid   Brignac","brignre01",2010,"TBA","AL",403700,0.319148936170213,0.252279635258359,329,101845.288753799,128840.425531915,26995.1367781155,1,36482300,8241452.68749965,12354757.0404772,96,4113304.35297757
"1267","Greg   Briley","brilegr01",1992,"SEA","AL",570000,0.29951690821256,0.169082125603865,207,96376.8115942029,170724.637681159,74347.8260869565,1,15900333,2158464.83709041,5451072.53169611,64,3292607.6946057
"1268","Greg   Briley","brilegr01",1990,"SEA","AL",150000,0.329815303430079,0.142480211081794,379,21372.0316622691,49472.2955145119,28100.2638522427,1,7242167,1008680.87956517,2462001.96691593,77,1453321.08735077
"1269","Greg   Briley","brilegr01",1991,"SEA","AL",265000,0.313868613138686,0.141119221411192,411,37396.5936739659,83175.1824817518,45778.5888077859,1,9956333,1399822.86982873,3356650.75581238,83,1956827.88598365
"1270","Greg   Briley","brilegr01",1993,"FLO","NL",109000,0.255434782608696,0.255434782608696,184,27842.3913043478,27842.3913043478,0,1,9481000,1816284.60758398,3113566.47123746,64,1297281.86365348
"1271","Greg   Briley","brilegr01",1989,"SEA","AL",68000,0.349099099099099,0.204954954954955,444,13936.9369369369,23738.7387387387,9801.8018018018,1,5369000,812956.33908025,1905493.8382547,73,1092537.49917445
"1272","Tilson   Brito","britoti01",1997,"TOR","AL",160000,0.294964028776978,0.215827338129496,139,34532.3741007194,47194.2446043165,12661.8705035971,1,22849000,4264179.69841982,7172979.90364785,76,2908800.20522803
"1273","Greg   Brock","brockgr01",1985,"LAN","NL",150000,0.34136546184739,0.162650602409639,498,24397.5903614458,51204.8192771084,26807.2289156627,1,4987167,673326.23288428,1803804.99424072,95,1130478.76135644
"1274","Greg   Brock","brockgr01",1986,"LAN","NL",325000,0.328840970350404,0.175202156334232,371,56940.7008086253,106873.315363881,49932.6145552561,1,7503276,1047764.11700746,2380926.69151241,73,1333162.57450495
"1275","Greg   Brock","brockgr01",1990,"ML4","AL",787500,0.356643356643357,0.118881118881119,429,93618.8811188811,280856.643356643,187237.762237762,1,11712500,1711060.14117409,4068842.29699835,74,2357782.15582425
"1276","Greg   Brock","brockgr01",1989,"ML4","AL",700000,0.35981308411215,0.13785046728972,428,96495.3271028037,251869.158878505,155373.831775701,1,6883500,960828.880945687,2462174.94151199,81,1501346.0605663
"1277","Greg   Brock","brockgr01",1988,"ML4","AL",600000,0.362222222222222,0.131111111111111,450,78666.6666666667,217333.333333333,138666.666666667,1,5661500,850896.281924166,1978091.41532399,87,1127195.13339983
"1278","Greg   Brock","brockgr01",1987,"ML4","AL",405000,0.380398671096346,0.119601328903654,602,48438.5382059801,154061.46179402,105622.92358804,1,5213224,820102.950759717,1963049.88892042,91,1142946.9381607
"1279","Rico   Brogna","brognri01",2001,"ATL","NL",1500000,0.304932735426009,0.246636771300448,223,369955.156950673,457399.103139013,87443.9461883408,1,48931666,8510243.58042108,17651534.8103915,88,9141291.22997037
"1280","Rico   Brogna","brognri01",1997,"PHI","NL",450000,0.304794520547945,0.219178082191781,584,98630.1369863014,137157.534246575,38527.397260274,1,16630000,2452711.91103024,5886352.7232664,68,3433640.81223615
"1281","Rico   Brogna","brognri01",1998,"PHI","NL",1725000,0.343354430379747,0.216772151898734,632,373931.962025316,592286.392405063,218354.430379747,1,13690000,1993429.59578753,4695002.73128187,75,2701573.13549434
"1282","Rico   Brogna","brognri01",1996,"NYN","NL",325000,0.339622641509434,0.254716981132075,212,82783.0188679245,110377.358490566,27594.3396226415,1,13929500,2468703.05178137,5122879.23107374,71,2654176.17929238
"1283","Rico   Brogna","brognri01",1995,"NYN","NL",125000,0.354128440366972,0.222018348623853,545,27752.2935779817,44266.0550458716,16513.7614678899,1,12552445,2048429.38118478,4781864.88690431,69,2733435.50571953
"1284","Rico   Brogna","brognri01",2000,"PHI","NL",4200000,0.307142857142857,0.228571428571429,140,960000,1290000,330000,1,25720000,4770246.93777523,8895570.78248302,65,4125323.84470779
"1285","Rico   Brogna","brognri01",1999,"PHI","NL",3200000,0.348396501457726,0.220116618075802,686,704373.177842566,1114868.80466472,410495.626822158,5,16051666,3059285.16129325,5916261.02177155,77,2856975.8604783
"1286","Rico   Brogna","brognri01",1994,"NYN","NL",109000,0.37956204379562,0.226277372262774,137,24664.2335766423,41372.2627737226,16708.0291970803,1,13057167,2628541.25746839,4726226.62878312,55,2097685.37131473
"1287","Hubie   Brooks","brookhu01",1993,"KCA","AL",350000,0.340659340659341,0.175824175824176,182,61538.4615384615,119230.769230769,57692.3076923077,1,21940834,3309917.98057542,7400692.45814855,84,4090774.47757314
"1288","Hubie   Brooks","brookhu01",1985,"MON","NL",550000,0.328267477203647,0.150455927051672,658,82750.7598784195,180547.112462006,97796.3525835866,1,4931666,703273.759572883,1712912.31897693,84,1009638.55940405
"1289","Hubie   Brooks","brookhu01",1992,"CAL","AL",2316667,0.256965944272446,0.173374613003096,323,401651.244582043,595304.523219814,193653.278637771,1,11845667,2002277.0335587,3594390.44397741,72,1592113.41041871
"1290","Hubie   Brooks","brookhu01",1991,"NYN","NL",2316666,0.344578313253012,0.166265060240964,415,385180.612048193,798272.862650602,413092.25060241,5,15692500,2205910.81383807,5508893.47443654,77,3302982.66059847
"1291","Hubie   Brooks","brookhu01",1988,"MON","NL",850000,0.328050713153724,0.204437400950872,631,173771.790808241,278843.106180666,105071.315372425,1,5451333,835193.288800786,1887465.58264666,81,1052272.29384587
"1292","Hubie   Brooks","brookhu01",1989,"MON","NL",950000,0.332773109243697,0.20672268907563,595,196386.554621849,316134.453781513,119747.899159664,1,7220389,1093187.5287159,2638472.40865049,81,1545284.87993459
"1293","Hubie   Brooks","brookhu01",1987,"MON","NL",765000,0.31236442516269,0.171366594360087,461,131095.444685466,238958.785249458,107863.340563991,1,4761333,650366.607819282,1819826.13495606,91,1169459.52713678
"1294","Hubie   Brooks","brookhu01",1986,"MON","NL",650000,0.407624633431085,0.208211143695015,341,135337.24340176,264956.011730205,129618.768328446,1,5671500,868444.293870736,2093432.00331934,78,1224987.70944861
"1295","Hubie   Brooks","brookhu01",1990,"LAN","NL",1366667,0.335987261146497,0.192675159235669,628,263322.781847134,459182.702229299,195859.920382166,1,11777037,1906460.09962077,4246267.98675357,86,2339807.8871328
"1296","Tom   Brookens","brookto01",1987,"DET","AL",360000,0.303719008264463,0.146694214876033,484,52809.9173553719,109338.842975207,56528.9256198347,1,5955381,970049.354577704,2204353.30917062,98,1234303.95459292
"1297","Tom   Brookens","brookto01",1985,"DET","AL",250000,0.278752436647173,0.167641325536062,513,41910.3313840156,69688.1091617934,27777.7777777778,1,5829643,902304.022036382,2017155.66798085,84,1114851.64594447
"1298","Tom   Brookens","brookto01",1989,"NYA","AL",475000,0.281767955801105,0.165745856353591,181,78729.2817679558,133839.779005525,55110.4972375691,1,9040500,1053067.09309117,3246074.35736771,74,2193007.26427654
"1299","Tom   Brookens","brookto01",1988,"DET","AL",350000,0.323886639676113,0.168016194331984,494,58805.6680161943,113360.32388664,54554.6558704453,1,6731571,1041288.64550107,2343182.70330122,88,1301894.05780015
"1300","Tom   Brookens","brookto01",1986,"DET","AL",325000,0.325657894736842,0.151315789473684,304,49177.6315789474,105838.815789474,56661.1842105263,1,7345714,1207204.48187077,2609461.55611194,87,1402257.07424117
"1301","Tom   Brookens","brookto01",1990,"CLE","AL",425000,0.343023255813953,0.162790697674419,172,69186.0465116279,145784.88372093,76598.8372093023,1,7492500,1191049.67960472,2457064.31052483,77,1266014.63092011
"1302","Scott   Brosius","brosisc01",1999,"NYA","AL",5250000,0.32703213610586,0.164461247637051,529,863421.550094518,1716918.71455577,853497.164461248,5,47947376,7570103.16946934,18574368.5538078,98,11004265.3843385
"1303","Scott   Brosius","brosisc01",1993,"OAK","AL",130000,0.304347826086957,0.18695652173913,230,24304.347826087,39565.2173913044,15260.8695652174,1,19867500,3440518.36615479,7692993.41157775,68,4252475.04542295
"1304","Scott   Brosius","brosisc01",1994,"OAK","AL",165000,0.306179775280899,0.179775280898876,356,29662.9213483146,50519.6629213483,20856.7415730337,1,18360000,3111992.45810141,6828794.90410372,51,3716802.44600231
"1305","Scott   Brosius","brosisc01",1998,"NYA","AL",2650000,0.37751677852349,0.169463087248322,596,449077.181208054,1000419.46308725,551342.281879195,5,39158333,6608574.63468638,15114484.9955808,114,8505910.36089445
"1306","Scott   Brosius","brosisc01",2001,"NYA","AL",5250000,0.356540084388186,0.19620253164557,474,1030063.29113924,1871835.44303797,841772.151898734,5,62557143,10288957.0747583,23072520.0400525,95,12783562.9652942
"1307","Scott   Brosius","brosisc01",1995,"OAK","AL",235000,0.350678733031674,0.16289592760181,442,38280.5429864253,82409.5022624434,44128.9592760181,1,24841223,4322973.16850539,9564235.44583022,67,5241262.27732483
"1308","Scott   Brosius","brosisc01",2000,"NYA","AL",5250000,0.303846153846154,0.173076923076923,520,908653.846153846,1595192.30769231,686538.461538461,5,46853793,7432477.69924475,17805375.4712237,87,10372897.7719789
"1309","Scott   Brosius","brosisc01",1997,"OAK","AL",2550000,0.268199233716475,0.21264367816092,522,542241.379310345,683908.045977011,141666.666666667,1,19819000,4859065.41623999,7207982.43420485,65,2348917.01796486
"1310","Scott   Brosius","brosisc01",1996,"OAK","AL",970000,0.407554671968191,0.190854870775348,503,185129.224652087,395328.031809145,210198.807157058,1,17717000,3686920.39213028,7078822.36279461,78,3391901.97066433
"1311","Ben   Broussard","brousbe01",2005,"CLE","AL",365000,0.319607843137255,0.2,510,73000,116656.862745098,43656.862745098,1,13320600,2567331.57253663,4271618.4165092,93,1704286.84397257
"1312","Ben   Broussard","brousbe01",2004,"CLE","AL",324100,0.37782340862423,0.209445585215606,487,67881.3141683778,122452.566735113,54571.2525667351,1,17604500,2679801.17704004,6433940.26899909,80,3754139.09195906
"1313","Ben   Broussard","brousbe01",2006,"CLE","AL",2487500,0.370242214532872,0.217993079584775,289,542257.785467128,920977.508650519,378719.723183391,5,22341800,4235271.77847486,8063026.63811774,78,3827754.85964288
"1314","Ben   Broussard","brousbe01",2007,"SEA","AL",3550000,0.345864661654135,0.214285714285714,266,760714.285714286,1227819.54887218,467105.263157895,5,70785833,12189386.842927,24715500.9938671,88,12526114.1509401
"1315","Ben   Broussard","brousbe01",2003,"CLE","AL",303000,0.322429906542056,0.189252336448598,428,57343.4579439252,97696.261682243,40352.8037383178,1,23483567,3925975.61224641,7984542.62005185,68,4058567.00780544
"1316","Bob   Brower","browebo01",1987,"TEX","AL",62500,0.341176470588235,0.2,340,12500,21323.5294117647,8823.52941176471,1,260000,43942.9860779115,85241.4166153227,75,41298.4305374112
"1317","Bob   Brower","browebo01",1988,"TEX","AL",98000,0.315789473684211,0.192982456140351,228,18912.2807017544,30947.3684210526,12035.0877192982,1,3372131,616254.200404905,1138066.72292445,70,521812.522519547
"1318","Adrian   Brown","brownad01",2002,"PIT","NL",450000,0.2882096069869,0.170305676855895,229,76637.5545851528,129694.323144105,53056.768558952,1,26545432,4024650.60631749,9920304.2650631,72,5895653.65874561
"1319","Adrian   Brown","brownad01",1998,"PIT","NL",178000,0.322981366459627,0.130434782608696,161,23217.3913043478,57490.6832298137,34273.2919254658,1,8644000,1673410.94877259,2799577.38550434,69,1126166.43673176
"1320","Adrian   Brown","brownad01",2000,"PIT","NL",285000,0.377581120943953,0.103244837758112,339,29424.7787610619,107610.619469027,78185.8407079646,1,18913334,3399028.62194754,6682187.93541663,69,3283159.31346909
"1321","Adrian   Brown","brownad01",1999,"PIT","NL",220000,0.372623574144487,0.167300380228137,263,36806.0836501901,81977.1863117871,45171.102661597,1,13426666,2555173.8093638,4934285.63997499,78,2379111.8306112
"1322","Brant   Brown","brownbr01",1997,"CHN","NL",155000,0.285714285714286,0.204081632653061,147,31632.6530612245,44285.7142857143,12653.0612244898,1,24027500,4330108.16240285,8224502.91943031,68,3894394.75702746
"1323","Brant   Brown","brownbr01",1999,"PIT","NL",290000,0.299465240641711,0.315508021390374,374,91497.3262032085,86844.9197860962,-4652.4064171123,1,13426666,2555173.8093638,4934285.63997499,78,2379111.8306112
"1324","Brant   Brown","brownbr01",1998,"CHN","NL",180000,0.354330708661417,0.251968503937008,381,45354.3307086614,63779.5275590551,18425.1968503937,1,30484500,5752276.25072602,11237515.5881317,90,5485239.33740565
"1325","Chris   Brown","brownch02",1986,"SFN","NL",155000,0.39186295503212,0.11134903640257,467,17259.1006423983,60738.7580299786,43479.6573875803,1,3793000,670052.334794156,1319568.09423825,83,649515.759444093
"1326","Chris   Brown","brownch02",1987,"SDN","NL",215000,0.3,0.217647058823529,170,46794.1176470588,64500,17705.8823529412,1,3638392,568751.614997271,1310981.82844458,65,742230.213447307
"1327","Chris   Brown","brownch02",1988,"SDN","NL",265000,0.31021897810219,0.211678832116788,274,56094.8905109489,82208.0291970803,26113.1386861314,1,5624502,802100.630396872,1895872.07821126,83,1093771.44781439
"1328","Chris   Brown","brownch02",1985,"SFN","NL",60000,0.350515463917526,0.2,485,12000,21030.9278350515,9030.92783505155,1,4816714,769584.799390173,1508132.16209088,62,738547.362700711
"1329","Dee   Brown","brownde02",2003,"KCA","AL",309500,0.291666666666667,0.256944444444444,144,79524.3055555555,90270.8333333333,10746.5277777778,1,33211500,5136551.16008757,12463910.2878167,83,7327359.12772916
"1330","Dee   Brown","brownde02",2001,"KCA","AL",205000,0.298288508557457,0.227383863080685,409,46613.6919315403,61149.1442542787,14535.4523227384,1,17810000,2623784.11127617,6298063.41155302,65,3674279.30027684
"1331","Domonic   Brown","browndo01",2013,"PHI","NL",500000,0.337614678899083,0.187155963302752,545,93577.9816513761,168807.339449541,75229.3577981651,1,75128689,16068562.2727066,25639526.8709139,73,9570964.59820728
"1332","Domonic   Brown","browndo01",2011,"PHI","NL",414000,0.341232227488152,0.175355450236967,211,72597.1563981043,141270.142180095,68672.9857819905,1,78421046,13806275.811153,27082303.7277637,102,13276027.9166107
"1333","Domonic   Brown","browndo01",2014,"PHI","NL",550000,0.298449612403101,0.193798449612403,516,106589.147286822,164147.286821705,57558.1395348837,1,75612500,17010699.9956395,25310628.2178488,73,8299928.22220932
"1334","Domonic   Brown","browndo01",2015,"PHI","NL",2600000,0.284313725490196,0.186274509803922,204,484313.725490196,739215.68627451,254901.960784314,1,61564000,13441511.4429412,18530667.1529205,63,5089155.70997935
"1335","Emil   Brown","brownem01",1997,"PIT","NL",150000,0.309734513274336,0.292035398230089,113,43805.3097345133,46460.1769911504,2654.86725663716,1,7234167,1524206.48348073,2589161.33024713,79,1064954.84676641
"1336","Emil   Brown","brownem01",2007,"KCA","AL",3450000,0.318295739348371,0.195488721804511,399,674436.090225564,1098120.30075188,423684.210526316,5,28706500,5584163.84390903,9184040.97631484,69,3599877.13240581
"1337","Emil   Brown","brownem01",2008,"OAK","AL",1400000,0.309090909090909,0.184090909090909,440,257727.272727273,432727.272727273,175000,1,13235000,2393652.17414797,4235085.01698109,75,1841432.84283312
"1338","Emil   Brown","brownem01",2005,"KCA","AL",355000,0.361247947454844,0.200328407224959,609,71116.5845648604,128243.02134647,57126.4367816092,1,20750500,3223894.60908379,7357598.78581683,56,4133704.17673304
"1339","Emil   Brown","brownem01",2001,"PIT","NL",265000,0.304964539007092,0.312056737588652,141,82695.0354609929,80815.6028368794,-1879.43262411347,1,31745833,5771616.50723341,10755126.1087703,62,4983509.60153694
"1340","Emil   Brown","brownem01",2006,"KCA","AL",1775000,0.377483443708609,0.182119205298013,604,323261.589403973,670033.112582781,346771.523178808,1,31579500,6316036.97962214,11049094.225828,62,4733057.24620581
"1341","Jerry   Browne","brownje01",1988,"TEX","AL",117500,0.3125,0.154166666666667,240,18114.5833333333,36718.75,18604.1666666667,1,3372131,616254.200404905,1138066.72292445,70,521812.522519547
"1342","Jerry   Browne","brownje01",1994,"FLO","NL",650000,0.402061855670103,0.0721649484536082,388,46907.2164948454,261340.206185567,214432.989690722,1,12721500,2147216.97242517,4695771.82043523,51,2548554.84801006
"1343","Jerry   Browne","brownje01",1995,"FLO","NL",650000,0.350710900473934,0.127962085308057,211,83175.355450237,227962.085308057,144786.72985782,1,10320500,1729623.93441468,4406820.43902205,67,2677196.50460737
"1344","Jerry   Browne","brownje01",1990,"CLE","AL",310000,0.37228714524207,0.0968280467445743,599,30016.694490818,115409.015025042,85392.3205342237,1,7492500,1191049.67960472,2457064.31052483,77,1266014.63092011
"1345","Jerry   Browne","brownje01",1993,"OAK","AL",625000,0.313380281690141,0.0915492957746479,284,57218.3098591549,195862.676056338,138644.366197183,1,19867500,3440518.36615479,7692993.41157775,68,4252475.04542295
"1346","Jerry   Browne","brownje01",1991,"CLE","AL",800000,0.304347826086957,0.105590062111801,322,84472.049689441,243478.260869565,159006.211180124,1,4885000,765075.704406747,1489928.49351663,57,724852.789109885
"1347","Jerry   Browne","brownje01",1989,"CLE","AL",125000,0.384728340675477,0.1071953010279,681,13399.4126284875,48091.0425844347,34691.6299559471,1,5173000,874988.845493523,1668805.45232123,73,793816.606827705
"1348","Jerry   Browne","brownje01",1987,"TEX","AL",62500,0.36223506743738,0.107899807321773,519,6743.73795761079,22639.6917148362,15895.9537572254,1,260000,43942.9860779115,85241.4166153227,75,41298.4305374112
"1349","Kevin   Brown","brownke04",1998,"TOR","AL",170000,0.352,0.256,125,43520,59840,16320,1,16410000,3299363.75191379,5774474.39919045,88,2475110.64727666
"1350","Roosevelt   Brown","brownro01",2002,"CHN","NL",255000,0.303030303030303,0.233766233766234,231,59610.3896103896,77272.7272727273,17662.3376623377,1,47156500,9932149.34357748,17161245.3365943,67,7229095.99301681
"1351","Trevor   Brown","browntr01",2016,"SFN","NL",508500,0.282608695652174,0.222826086956522,184,113307.065217391,143706.52173913,30399.4565217391,1,73393778,13318384.5449212,26731744.4151288,87,13413359.8702076
"1352","Keon   Broxton","broxtke01",2016,"MIL","NL",508500,0.353909465020576,0.37037037037037,243,188333.333333333,179962.962962963,-8370.37037037036,1,42116113,8907605.94816616,15671174.4958391,73,6763568.54767293
"1353","Jay   Bruce","bruceja01",2015,"CIN","NL",12000000,0.316590563165906,0.235920852359209,657,2831050.2283105,3799086.75799087,968036.529680365,5,58330000,11877381.343377,20705077.4703724,64,8827696.12699536
"1354","Jay   Bruce","bruceja01",2010,"CIN","NL",440000,0.366782006920415,0.256055363321799,578,112664.359861592,161384.083044983,48719.723183391,1,23485042,3819709.7015919,8399497.5251996,91,4579787.82360771
"1355","Jay   Bruce","bruceja01",2012,"CIN","NL",5041666,0.349378881987578,0.248447204968944,644,1252587.82608696,1761451.63043478,508863.804347826,5,44331487,8436141.06013175,16480324.5265379,97,8044183.46640619
"1356","Jay   Bruce","bruceja01",2016,"CIN","NL",12541666,0.328395061728395,0.232098765432099,405,2910905.19506173,4118621.18024691,1207715.98518518,2,52224999,10159184.6530267,19774757.6735548,68,9615573.02052807
"1357","Jay   Bruce","bruceja01",2013,"CIN","NL",7541667,0.348377997179126,0.273624823695346,709,2063587.30324401,2627350.8448519,563763.541607898,5,52595655,10945156.6953601,20509926.14754,90,9564769.4521799
"1358","Jay   Bruce","bruceja01",2009,"CIN","NL",417500,0.309278350515464,0.206185567010309,388,86082.4742268041,129123.711340206,43041.2371134021,1,27792500,4209533.63305906,9110572.01064637,78,4901038.37758731
"1359","Jay   Bruce","bruceja01",2014,"CIN","NL",10000000,0.296903460837887,0.285974499089253,549,2859744.99089253,2969034.60837887,109289.617486338,1,49460000,10870484.1932351,16448178.5156406,76,5577694.3224055
"1360","Jay   Bruce","bruceja01",2011,"CIN","NL",2791666,0.357459379615953,0.24519940915805,677,684514.853766617,997907.196454948,313392.342688331,1,40328696,7192821.32984295,14340505.6691369,79,7147684.33929397
"1361","Jacob   Brumfield","brumfja01",1999,"TOR","AL",240000,0.322916666666667,0.213541666666667,192,51250,77500,26250,1,20700333,3825535.37507887,7637375.60456922,84,3811840.22949035
